,AQI,PM10,O3,SO2,PM2.5,NO2,CO,降水量,平均气压,平均两分钟风速,平均气温,平均相对湿度,日期
1575,75.0,100.0,96.0,8,52.0,54.0,1.5,0.0,1006.0,2.5,21.9,86.8,2019-04-25
1576,52.0,54.0,49.0,9,27.0,28.0,1.1,0.0,1010.8,2.9,17.5,80.5,2019-04-26
1577,51.0,52.0,94.0,10,26.0,28.0,0.9,0.0,1011.4,2.3,17.2,69.5,2019-04-27
1578,35.0,33.0,70.0,5,21.0,23.0,0.8,0.0,1013.0,2.1,12.5,92.5,2019-04-28
1579,33.0,19.0,64.0,5,13.0,26.0,0.8,0.0,1011.0,1.9,13.8,92.0,2019-04-29
1580,74.0,60.0,128.0,6,41.0,41.0,0.9,0.0,1009.5,1.1,17.0,86.8,2019-04-30
1581,79.0,71.0,134.0,8,28.0,35.0,0.8,0.0,1011.7,2.3,20.3,64.3,2019-05-01
1582,96.0,69.0,155.0,10,28.0,52.0,0.8,0.0,1013.0,0.9,20.1,54.3,2019-05-02
1583,128.0,102.0,190.0,12,46.0,62.0,1.0,0.0,1013.1,1.2,20.5,67.3,2019-05-03
1584,106.0,104.0,166.0,14,48.0,57.0,1.1,0.0,1010.2,1.1,22.6,70.0,2019-05-04
1585,85.0,87.0,95.0,15,38.0,68.0,1.0,0.0,1009.9,0.9,21.1,73.5,2019-05-05
1586,64.0,61.0,116.0,8,27.0,30.0,0.8,1.5,1013.7,3.0,19.8,67.8,2019-05-06
1587,54.0,57.0,87.0,10,22.0,41.0,0.7,0.5,1014.1,1.7,17.1,65.0,2019-05-07
1588,95.0,62.0,154.0,9,26.0,44.0,0.7,0.0,1010.1,1.3,18.3,63.8,2019-05-08
1589,92.0,68.0,150.0,11,35.0,50.0,0.7,0.0,1008.4,1.3,20.4,61.3,2019-05-09
1590,120.0,76.0,182.0,12,40.0,61.0,0.8,0.0,1008.3,0.4,21.2,72.3,2019-05-10
1591,135.0,107.0,198.0,11,47.0,80.0,1.1,0.0,1008.4,1.0,22.8,70.8,2019-05-11
1592,98.0,127.0,139.0,11,69.0,78.0,1.2,0.1,1007.8,1.2,23.8,79.3,2019-05-12
1593,112.0,173.0,80.0,8,58.0,36.0,0.8,0.0,1008.6,1.9,21.0,68.3,2019-05-13
1594,110.0,170.0,32.0,7,67.0,67.0,1.1,0.0,1007.2,0.5,18.8,86.3,2019-05-14
1595,45.0,38.0,28.0,5,28.0,36.0,1.1,0.0,1005.1,1.5,19.3,99.3,2019-05-15
1596,65.0,67.0,47.0,5,45.0,52.0,1.2,0.0,1004.4,0.7,21.3,94.0,2019-05-16
1597,65.0,62.0,110.0,5,40.0,52.0,1.4,1.7,1002.0,0.5,23.2,90.0,2019-05-17
1598,81.0,72.0,137.0,5,39.0,43.0,1.3,0.7,1002.0,1.4,24.2,88.0,2019-05-18
1599,45.0,45.0,86.0,5,24.0,25.0,0.7,0.35,1005.4,2.1,22.6,88.3,2019-05-19
1600,78.0,106.0,115.0,7,24.0,32.0,0.6,0.0,1012.2,3.0,21.7,82.65,2019-05-20
1601,78.0,105.0,94.0,8,45.0,60.0,0.7,0.0,1010.4,0.7,18.5,77.0,2019-05-21
1602,97.0,114.0,156.0,8,60.0,55.0,0.8,0.0,1007.8,0.6,20.6,76.0,2019-05-22
1603,137.0,116.0,200.0,9,51.0,71.0,0.9,0.0,1007.7,0.7,22.9,67.5,2019-05-23
1604,81.0,90.0,137.0,11,51.0,48.0,1.0,0.0,1004.9,1.7,25.4,69.3,2019-05-24
1605,47.0,46.0,73.0,4,29.0,37.0,0.9,0.0,1001.6,1.3,23.2,98.3,2019-05-25
1606,63.0,19.0,115.0,4,12.0,33.0,0.9,0.0,1000.8,0.8,23.9,91.8,2019-05-26
1607,79.0,73.0,134.0,5,19.0,31.0,0.7,0.0,1007.8,3.7,25.5,60.8,2019-05-27
1608,82.0,43.0,138.0,6,19.0,22.0,0.6,0.0,1012.1,2.5,23.5,55.0,2019-05-28
1609,65.0,45.0,117.0,8,24.0,34.0,0.7,0.6,1011.3,2.5,19.8,72.5,2019-05-29
1610,49.0,37.0,97.0,4,30.0,32.0,0.7,0.3,1008.5,0.7,18.5,92.8,2019-05-30
1611,113.0,63.0,174.0,6,41.0,44.0,0.9,0.0,1007.8,1.1,22.1,81.8,2019-05-31
1612,106.0,73.0,166.0,6,42.0,48.0,0.9,0.0,1004.9,1.7,24.4,75.0,2019-06-01
1613,96.0,50.0,155.0,5,29.0,35.0,0.7,0.0,1002.6,0.9,24.6,81.8,2019-06-02
1614,102.0,72.0,162.0,5,33.0,50.0,0.8,0.0,1001.2,1.3,26.3,77.0,2019-06-03
1615,108.0,75.0,168.0,7,40.0,34.0,0.8,0.0,1002.2,2.7,28.7,67.0,2019-06-04
1616,76.0,60.0,131.0,6,34.0,28.0,0.8,0.0,1000.2,3.0,29.3,71.5,2019-06-05
1617,80.0,19.0,136.0,4,10.0,15.0,0.7,0.0,1002.5,2.4,25.1,80.8,2019-06-06
1618,131.0,38.0,194.0,7,23.0,28.0,1.0,0.0,1005.0,1.7,25.8,77.3,2019-06-07
1619,96.0,49.0,155.0,6,30.0,28.0,1.0,0.0,1001.9,0.9,27.1,84.5,2019-06-08
1620,112.0,70.0,173.0,4,41.0,40.0,1.1,0.0,999.7,0.4,27.9,86.8,2019-06-09
1621,101.0,78.0,161.0,4,41.0,34.0,0.9,0.0,1000.5,2.1,29.1,78.3,2019-06-10
1622,121.0,58.0,183.0,8,27.0,30.0,0.7,0.0,1003.3,1.6,27.9,60.8,2019-06-11
1623,91.0,43.0,149.0,6,26.0,32.0,0.8,0.0,1005.0,0.8,24.1,87.0,2019-06-12
1624,95.0,42.0,154.0,6,27.0,27.0,0.9,0.0,1002.8,1.8,23.5,81.3,2019-06-13
1625,141.0,63.0,205.0,7,36.0,34.0,1.0,0.0,1002.4,1.6,25.8,75.5,2019-06-14
1626,130.0,75.0,192.0,11,36.0,45.0,1.0,0.0,1003.1,1.0,26.1,69.8,2019-06-15
1627,55.0,50.0,106.0,11,25.0,34.0,0.9,0.1,1003.7,2.1,25.0,77.5,2019-06-16
1628,38.0,24.0,75.0,5,17.0,26.0,0.9,0.066666667,1004.3,2.0,22.4,98.5,2019-06-17
1629,48.0,22.0,96.0,5,15.0,24.0,1.0,0.033333333,1003.6,1.3,24.5,92.3,2019-06-18
1630,43.0,37.0,86.0,6,23.0,30.0,1.2,0.0,1002.2,1.3,25.6,91.8,2019-06-19
1631,54.0,36.0,104.0,5,21.0,23.0,1.0,0.1,998.3,2.1,28.8,85.0,2019-06-20
1632,26.0,13.0,51.0,4,7.0,20.0,1.0,0.066666667,999.4,2.6,23.8,98.8,2019-06-21
1633,51.0,25.0,101.0,5,17.0,26.0,1.0,0.033333333,1002.3,2.1,23.4,89.0,2019-06-22
1634,103.0,41.0,163.0,7,23.0,36.0,0.9,0.0,1004.4,1.7,24.9,78.3,2019-06-23
1635,137.0,56.0,200.0,9,32.0,37.0,0.9,0.0,1004.8,1.6,25.9,69.3,2019-06-24
1636,128.0,71.0,190.0,7,39.0,47.0,0.9,0.0,1003.8,1.2,27.0,77.0,2019-06-25
1637,132.0,83.0,195.0,9,48.0,46.0,1.1,0.0,1001.0,0.8,27.3,81.3,2019-06-26
1638,102.0,83.0,162.0,9,48.0,52.0,1.0,0.0,996.9,1.1,28.8,77.3,2019-06-27
1639,54.0,58.0,96.0,6,30.0,30.0,1.0,0.3,994.6,1.7,29.3,82.3,2019-06-28
1640,55.0,21.0,106.0,5,13.0,24.0,0.9,0.15,998.1,1.6,23.9,91.5,2019-06-29
1641,88.0,36.0,145.0,5,19.0,25.0,0.8,0.0,999.8,1.1,26.3,84.0,2019-06-30
1642,97.0,57.0,156.0,6,24.0,39.0,0.9,0.0,1002.3,1.4,28.0,73.5,2019-07-01
1643,160.0,69.0,225.0,8,39.0,43.0,1.1,0.0,1002.8,1.1,28.1,75.3,2019-07-02
1644,132.0,75.0,195.0,9,39.0,44.0,1.0,0.0,1002.0,1.6,29.2,75.0,2019-07-03
1645,59.0,67.0,88.0,7,36.0,39.0,0.9,0.0,1001.9,1.2,27.9,86.5,2019-07-04
1646,69.0,66.0,122.0,5,38.0,31.0,0.8,0.0,998.5,1.4,27.6,82.5,2019-07-05
1647,61.0,43.0,113.0,5,25.0,27.0,0.8,0.0,995.8,1.6,29.1,79.8,2019-07-06
1648,110.0,62.0,171.0,8,29.0,33.0,0.9,0.0,999.8,1.7,29.8,66.5,2019-07-07
1649,80.0,54.0,135.0,8,28.0,28.0,0.9,0.0,1002.1,2.9,27.1,68.5,2019-07-08
1650,44.0,31.0,87.0,5,20.0,22.0,0.7,0.0,1001.0,1.9,24.6,83.0,2019-07-09
1651,90.0,38.0,148.0,6,22.0,31.0,0.9,0.0,1001.2,1.2,26.2,79.0,2019-07-10
1652,92.0,57.0,150.0,9,31.0,32.0,1.1,0.0,1004.0,1.0,26.8,77.8,2019-07-11
1653,39.0,37.0,78.0,6,23.0,31.0,1.1,0.0,1002.2,1.5,24.0,93.3,2019-07-12
1654,64.0,27.0,116.0,6,16.0,25.0,0.8,0.0,1000.0,1.3,25.3,81.8,2019-07-13
1655,100.0,51.0,160.0,5,31.0,33.0,0.9,0.0,1000.0,0.8,26.4,83.3,2019-07-14
1656,86.0,46.0,143.0,7,25.0,31.0,1.0,0.0,1000.8,1.4,28.3,73.8,2019-07-15
1657,85.0,40.0,142.0,6,20.0,31.0,1.0,0.0,1001.5,0.9,29.4,77.0,2019-07-16
1658,53.0,56.0,90.0,5,28.0,38.0,1.0,0.0,1000.4,1.8,28.2,91.0,2019-07-17
1659,45.0,31.0,89.0,5,21.0,26.0,1.0,0.0,999.1,2.1,29.1,83.8,2019-07-18
1660,51.0,33.0,101.0,5,20.0,20.0,0.7,0.0,999.1,2.0,29.5,75.0,2019-07-19
1661,122.0,51.0,184.0,6,27.0,38.0,0.8,0.0,1000.1,0.7,29.5,79.3,2019-07-20
1662,99.0,62.0,158.0,5,34.0,38.0,0.8,0.0,1000.3,0.6,30.4,78.3,2019-07-21
1663,65.0,55.0,117.0,5,29.0,27.0,0.8,0.0,998.6,1.7,31.7,77.5,2019-07-22
1664,49.0,39.0,97.0,4,17.0,23.0,0.7,0.0,997.7,2.2,31.7,77.3,2019-07-23
1665,67.0,36.0,120.0,5,17.0,23.0,0.7,0.0,1000.1,1.3,30.6,83.3,2019-07-24
1666,57.0,38.0,108.0,5,20.0,24.0,0.6,0.0,1000.5,2.6,32.6,70.3,2019-07-25
1667,57.0,39.0,108.0,5,19.0,23.0,0.6,0.0,998.7,3.0,33.1,67.3,2019-07-26
1668,56.0,37.0,107.0,5,18.0,19.0,0.6,0.0,998.3,3.4,33.2,64.5,2019-07-27
1669,52.0,38.0,102.0,5,18.0,21.0,0.6,0.0,999.3,1.7,33.6,65.5,2019-07-28
1670,56.0,41.0,107.0,5,21.0,18.0,0.6,0.0,1000.4,1.8,33.3,68.3,2019-07-29
1671,51.0,37.0,101.0,5,16.0,22.0,0.7,0.0,1001.8,3.4,32.8,65.0,2019-07-30
1672,74.0,41.0,128.0,5,16.0,31.0,0.7,0.0,1002.2,1.3,31.1,72.5,2019-07-31
1673,73.0,54.0,127.0,6,22.0,33.0,0.7,0.0,1001.9,1.4,32.4,69.3,2019-08-01
1674,51.0,44.0,101.0,8,22.0,30.0,1.0,1.1,1001.7,1.8,31.3,68.5,2019-08-02
1675,75.0,40.0,129.0,7,18.0,30.0,0.9,0.0,1001.8,1.6,30.7,70.3,2019-08-03
1676,122.0,44.0,184.0,7,23.0,28.0,0.9,0.0,1001.1,1.4,31.0,69.3,2019-08-04
1677,105.0,55.0,165.0,7,28.0,36.0,0.8,0.0,1001.5,1.6,28.7,88.5,2019-08-05
1678,108.0,49.0,168.0,6,27.0,32.0,0.9,0.0,1000.6,1.3,30.7,75.8,2019-08-06
1679,82.0,47.0,138.0,7,25.0,31.0,1.0,0.0,999.0,1.5,31.2,75.5,2019-08-07
1680,83.0,38.0,139.0,5,25.0,23.0,0.8,0.0,999.3,3.1,31.5,72.3,2019-08-08
1681,69.0,47.0,122.0,5,29.0,26.0,0.7,0.6,997.8,2.0,31.6,74.8,2019-08-09
1682,35.0,28.0,69.0,5,15.0,15.0,0.6,0.0,994.8,2.7,31.0,72.5,2019-08-10
1683,67.0,30.0,120.0,5,22.0,17.0,0.7,0.0,995.4,1.8,28.8,76.0,2019-08-11
1684,95.0,38.0,154.0,6,21.0,25.0,0.7,0.0,996.6,1.0,28.6,81.0,2019-08-12
1685,124.0,56.0,186.0,7,29.0,37.0,0.9,0.0,997.6,1.0,30.1,73.5,2019-08-13
1686,113.0,59.0,174.0,8,33.0,29.0,0.9,0.0,998.8,1.5,31.2,66.8,2019-08-14
1687,103.0,54.0,163.0,7,33.0,30.0,0.9,0.0,997.6,1.2,29.9,72.0,2019-08-15
1688,104.0,59.0,164.0,7,34.0,39.0,0.7,0.0,996.9,1.3,29.6,76.8,2019-08-16
1689,168.0,90.0,233.0,10,47.0,47.0,1.1,0.0,999.3,1.5,32.1,66.3,2019-08-17
1690,135.0,73.0,198.0,11,36.0,27.0,1.0,0.1,1000.9,1.9,33.1,56.3,2019-08-18
1691,133.0,54.0,196.0,10,31.0,29.0,1.0,0.0,1002.5,1.6,31.3,58.8,2019-08-19
1692,171.0,71.0,236.0,10,42.0,38.0,1.1,0.0,1002.6,1.5,32.1,65.5,2019-08-20
1693,125.0,92.0,187.0,9,46.0,45.0,1.1,0.5,1002.3,1.9,31.0,73.5,2019-08-21
1694,104.0,69.0,164.0,8,47.0,22.0,1.1,0.0,1005.4,2.6,30.0,72.5,2019-08-22
1695,133.0,79.0,196.0,9,51.0,28.0,1.3,0.0,1006.8,1.5,29.9,69.8,2019-08-23
1696,145.0,74.0,209.0,12,45.0,32.0,1.4,0.0,1005.1,1.0,31.1,63.3,2019-08-24
1697,126.0,62.0,188.0,11,35.0,27.0,1.2,0.0,1003.2,2.8,31.7,56.3,2019-08-25
1698,65.0,48.0,118.0,8,27.0,21.0,1.0,0.0,1001.8,2.8,30.9,74.0,2019-08-26
1699,55.0,39.0,106.0,7,20.0,25.0,0.9,0.0,1004.1,1.5,30.2,76.8,2019-08-27
1700,47.0,23.0,93.0,6,15.0,19.0,0.9,0.0,1006.9,1.4,27.3,84.3,2019-08-28
1701,121.0,47.0,183.0,9,27.0,29.0,1.1,0.0,1006.3,1.4,28.6,71.3,2019-08-29
1702,98.0,53.0,157.0,12,25.0,30.0,1.0,0.0,1008.4,2.4,29.0,54.3,2019-08-30
1703,73.0,39.0,127.0,12,18.0,36.0,0.9,0.5,1009.9,1.6,25.0,58.0,2019-08-31
1704,57.0,49.0,95.0,8,32.0,45.0,1.0,1.0,1010.7,0.2,22.6,88.3,2019-09-01
1705,100.0,54.0,159.0,11,35.0,38.0,1.1,0.1,1011.3,0.7,25.0,80.0,2019-09-02
1706,74.0,39.0,128.0,9,23.0,25.0,0.9,0.0,1009.7,1.2,25.8,66.3,2019-09-03
1707,91.0,44.0,149.0,9,25.0,27.0,0.9,0.0,1007.2,2.8,26.8,63.0,2019-09-04
1708,124.0,54.0,186.0,12,29.0,38.0,1.2,0.0,1004.9,0.9,26.5,69.8,2019-09-05
1709,95.0,47.0,153.0,9,25.0,30.0,0.9,0.0,1002.4,1.3,26.9,68.5,2019-09-06
1710,116.0,53.0,177.0,9,27.0,37.0,0.9,0.0,1002.4,1.5,26.0,70.3,2019-09-07
1711,139.0,77.0,202.0,13,38.0,55.0,1.1,0.0,1002.2,0.6,27.1,67.0,2019-09-08
1712,152.0,79.0,217.0,14,46.0,40.0,1.2,0.0,1002.4,1.4,28.9,53.8,2019-09-09
1713,148.0,73.0,212.0,14,43.0,31.0,1.2,0.0,1005.9,2.7,30.7,52.5,2019-09-10
1714,157.0,68.0,222.0,13,39.0,36.0,1.0,0.0,1009.4,0.9,29.8,66.3,2019-09-11
1715,157.0,81.0,222.0,12,47.0,37.0,1.1,0.0,1007.6,0.9,30.6,69.3,2019-09-12
1716,150.0,76.0,214.0,12,44.0,22.0,1.0,0.0,1006.1,2.4,31.7,64.0,2019-09-13
1717,77.0,48.0,132.0,9,26.0,16.0,0.9,0.0,1009.7,2.6,27.6,61.0,2019-09-14
1718,67.0,57.0,120.0,10,33.0,22.0,1.0,0.0,1009.5,2.4,25.8,71.3,2019-09-15
1719,50.0,50.0,87.0,8,29.0,20.0,0.7,0.0,1010.8,2.3,23.2,72.5,2019-09-16
1720,47.0,47.0,86.0,9,27.0,22.0,0.8,0.0,1013.2,2.6,22.6,75.8,2019-09-17
1721,49.0,49.0,71.0,8,33.0,25.0,0.8,0.5,1017.5,2.5,20.8,89.8,2019-09-18
1722,110.0,70.0,171.0,12,34.0,34.0,1.0,0.0,1015.6,1.3,23.5,71.3,2019-09-19
1723,68.0,45.0,121.0,10,15.0,29.0,0.6,0.0,1013.4,1.7,22.4,57.3,2019-09-20
1724,89.0,45.0,146.0,10,20.0,27.0,0.6,0.0,1013.6,2.2,22.7,60.0,2019-09-21
1725,91.0,53.0,149.0,11,23.0,30.0,0.7,0.0,1016.3,2.7,22.8,54.0,2019-09-22
1726,96.0,54.0,155.0,12,23.0,37.0,0.7,0.0,1017.8,0.9,21.8,67.5,2019-09-23
1727,101.0,61.0,161.0,15,28.0,63.0,0.8,0.0,1017.8,1.0,22.9,65.0,2019-09-24
1728,103.0,86.0,145.0,18,39.0,85.0,1.0,0.0,1017.2,0.2,23.4,65.3,2019-09-25
1729,105.0,97.0,165.0,16,47.0,86.0,1.1,0.0,1017.2,0.3,22.8,72.5,2019-09-26
1730,97.0,75.0,156.0,16,38.0,61.0,0.9,0.0,1016.9,0.7,22.4,73.0,2019-09-27
1731,132.0,79.0,195.0,14,45.0,70.0,1.0,0.0,1014.8,0.5,22.4,69.3,2019-09-28
1732,140.0,91.0,203.0,14,49.0,80.0,1.1,0.0,1012.6,0.5,23.3,68.5,2019-09-29
1733,130.0,81.0,192.0,17,44.0,63.0,1.1,0.0,1009.8,0.4,24.0,70.0,2019-09-30
1734,130.0,60.0,193.0,15,34.0,44.0,0.9,0.0,1008.2,0.3,24.2,65.8,2019-10-01
1735,107.0,58.0,167.0,12,35.0,40.0,0.9,0.0,1008.6,0.6,23.6,74.3,2019-10-02
1736,124.0,72.0,186.0,13,44.0,51.0,1.1,0.0,1008.2,0.3,25.5,72.0,2019-10-03
1737,151.0,89.0,216.0,14,50.0,45.0,1.1,0.0,1007.9,1.6,27.5,65.8,2019-10-04
1738,50.0,50.0,86.0,7,30.0,18.0,0.8,0.0,1015.0,2.05,20.2,80.8,2019-10-05
1739,29.0,24.0,29.0,8,16.0,23.0,0.7,0.0,1018.3,2.5,17.3,86.5,2019-10-06
1740,38.0,15.0,76.0,6,7.0,19.0,0.6,0.0,1019.9,1.8,16.7,81.8,2019-10-07
1741,38.0,20.0,76.0,7,11.0,22.0,0.7,0.0,1020.0,2.6,18.8,74.3,2019-10-08
1742,51.0,37.0,101.0,10,23.0,39.0,0.9,0.0,1014.3,0.9,20.2,79.5,2019-10-09
1743,58.0,66.0,69.0,9,39.0,44.0,1.0,0.0,1011.1,2.0,21.3,82.3,2019-10-10
1744,38.0,31.0,63.0,7,22.0,30.0,0.9,0.75,1012.6,1.3,19.7,88.0,2019-10-11
1745,49.0,44.0,69.0,6,34.0,23.0,1.0,1.5,1015.2,2.2,19.5,87.0,2019-10-12
1746,39.0,37.0,67.0,6,27.0,27.0,0.9,0.0,1018.3,1.9,19.7,87.3,2019-10-13
1747,54.0,58.0,96.0,7,31.0,23.0,0.8,0.0,1023.3,3.1,20.8,74.5,2019-10-14
1748,61.0,46.0,113.0,7,21.0,23.0,0.7,0.0,1025.4,2.65,18.2,65.8,2019-10-15
1749,33.0,31.0,65.0,6,21.0,26.0,0.7,0.05,1023.7,2.2,14.0,87.8,2019-10-16
1750,54.0,44.0,104.0,7,29.0,28.0,0.6,0.1,1022.6,1.0,15.6,81.3,2019-10-17
1751,80.0,46.0,136.0,7,29.0,45.0,0.9,0.0,1020.3,0.5,16.4,83.0,2019-10-18
1752,85.0,54.0,141.0,9,36.0,60.0,1.0,0.0,1018.8,0.5,16.8,83.0,2019-10-19
1753,90.0,67.0,134.0,10,45.0,72.0,1.1,0.0,1016.6,0.3,18.2,82.5,2019-10-20
1754,95.0,73.0,150.0,11,47.0,76.0,1.1,0.0,1013.1,0.5,2.0,78.5,2019-10-21
1755,59.0,64.0,91.0,9,42.0,41.0,0.9,0.95,1011.8,1.0,18.3,80.3,2019-10-22
1756,55.0,45.0,95.0,8,30.0,44.0,1.0,1.9,1014.2,0.5,17.3,84.5,2019-10-23
1757,64.0,52.0,116.0,8,32.0,51.0,0.9,0.0,1016.8,0.5,17.6,83.0,2019-10-24
1758,44.0,44.0,67.0,7,22.0,24.0,0.6,1.6,1021.0,2.5,15.4,70.3,2019-10-25
1759,49.0,49.0,48.0,8,21.0,34.0,0.5,0.1,1022.2,0.7,13.1,72.5,2019-10-26
1760,52.0,49.0,54.0,8,31.0,41.0,0.6,0.2,1018.4,0.5,12.7,81.8,2019-10-27
1761,54.0,51.0,82.0,8,32.0,43.0,0.7,0.0,1016.9,0.7,14.05,87.0,2019-10-28
1762,78.0,99.0,86.0,9,41.0,62.0,0.9,0.0,1017.9,0.9,15.4,79.8,2019-10-29
1763,99.0,139.0,102.0,12,52.0,79.0,1.1,0.0,1018.5,0.5,15.3,78.8,2019-10-30
1764,106.0,138.0,103.0,13,60.0,92.0,1.3,0.0,1018.2,0.7,15.8,78.5,2019-10-31
1765,107.0,122.0,112.0,11,53.0,94.0,1.2,0.0,1016.9,0.4,16.3,75.5,2019-11-01
1766,103.0,129.0,102.0,12,63.0,86.0,1.1,0.0,1015.2,0.9,18.8,68.3,2019-11-02
1767,94.0,122.0,137.0,11,70.0,37.0,1.0,0.0,1017.9,1.2,17.9,69.8,2019-11-03
1768,102.0,115.0,101.0,8,76.0,30.0,1.0,0.0,1021.2,2.3,16.2,75.5,2019-11-04
1769,83.0,96.0,112.0,11,61.0,55.0,1.1,0.0,1018.1,0.9,14.3,81.8,2019-11-05
1770,72.0,88.0,99.0,11,47.0,57.0,1.0,0.0,1014.3,0.9,16.7,73.5,2019-11-06
1771,73.0,78.0,127.0,9,40.0,40.0,0.8,0.0,1018.0,2.0,17.5,62.5,2019-11-07
1772,88.0,86.0,123.0,14,54.0,70.0,1.3,0.0,1021.4,0.6,13.4,79.8,2019-11-08
1773,102.0,108.0,122.0,12,62.0,83.0,1.1,0.0,1019.6,0.9,13.6,78.8,2019-11-09
1774,92.0,98.0,107.0,10,58.0,73.0,0.9,0.0,1015.3,1.1,17.0,67.8,2019-11-10
1775,100.0,98.0,101.0,14,52.0,80.0,1.0,0.0,1012.8,0.6,15.6,74.3,2019-11-11
1776,64.0,78.0,87.0,11,45.0,50.0,0.9,0.3,1013.7,1.7,18.0,66.0,2019-11-12
1777,54.0,57.0,57.0,7,26.0,43.0,0.7,0.15,1024.4,2.0,15.4,77.0,2019-11-13
1778,73.0,54.0,60.0,9,20.0,58.0,0.6,0.0,1021.7,0.6,11.6,76.8,2019-11-14
1779,93.0,72.0,80.0,15,32.0,74.0,0.9,0.0,1013.6,1.4,15.1,65.0,2019-11-15
1780,109.0,115.0,51.0,20,55.0,98.0,1.3,0.0,1010.5,0.6,17.6,69.5,2019-11-16
1781,102.0,107.0,48.0,8,76.0,44.0,1.0,1.25,1014.8,3.4,15.1,87.3,2019-11-17
1782,60.0,69.0,56.0,7,15.0,28.0,0.5,2.5,1028.1,1.9,8.2,72.0,2019-11-18
1783,73.0,95.0,47.0,11,31.0,54.0,0.7,0.0,1025.5,0.8,6.7,74.5,2019-11-19
1784,80.0,87.0,56.0,13,35.0,64.0,0.8,0.0,1022.9,0.6,11.4,68.8,2019-11-20
1785,101.0,109.0,32.0,17,52.0,81.0,1.0,0.0,1021.0,0.4,12.9,77.8,2019-11-21
1786,105.0,132.0,61.0,17,61.0,90.0,1.2,0.0,1017.0,0.5,12.5,82.3,2019-11-22
1787,108.0,116.0,31.0,18,55.0,96.0,1.3,0.0,1014.4,0.7,15.1,82.3,2019-11-23
1788,113.0,130.0,55.0,11,85.0,47.0,1.1,2.0,1021.9,1.1,13.6,79.0,2019-11-24
1789,25.0,25.0,45.0,6,13.0,20.0,0.5,1.5,1032.0,1.5,4.7,88.3,2019-11-25
1790,39.0,31.0,22.0,6,25.0,31.0,0.8,1.0,1027.6,1.9,5.2,92.0,2019-11-26
1791,33.0,23.0,39.0,6,21.0,26.0,0.7,0.5,1029.1,2.7,5.6,93.5,2019-11-27
1792,88.0,88.0,31.0,10,65.0,42.0,1.1,0.0,1031.8,1.6,6.7,78.8,2019-11-28
1793,55.0,57.0,40.0,9,32.0,44.0,0.8,0.1,1027.4,1.4,7.3,74.0,2019-11-29
1794,64.0,57.0,22.0,7,46.0,39.0,0.7,0.05,1025.1,1.5,6.0,92.8,2019-11-30
1795,92.0,82.0,41.0,7,68.0,44.0,0.9,0.0,1027.1,2.0,5.4,86.0,2019-12-01
1796,83.0,92.0,49.0,11,61.0,63.0,1.2,0.0,1029.6,0.7,3.9,82.8,2019-12-02
1797,105.0,101.0,38.0,10,61.0,89.0,1.3,0.0,1027.7,0.3,4.5,82.0,2019-12-03
1798,107.0,107.0,59.0,12,64.0,94.0,1.3,0.0,1029.4,1.1,5.5,79.8,2019-12-04
1799,79.0,76.0,67.0,12,41.0,63.0,0.8,0.0,1031.2,1.1,7.3,65.5,2019-12-05
1800,133.0,118.0,62.0,16,101.0,74.0,1.1,0.0,1032.3,1.0,5.2,73.8,2019-12-06
1801,99.0,107.0,64.0,16,72.0,79.0,1.2,0.0,1028.9,0.3,4.5,81.5,2019-12-07
1802,104.0,110.0,70.0,16,71.0,88.0,1.1,0.0,1025.5,0.5,5.8,82.5,2019-12-08
1803,108.0,105.0,60.0,13,63.0,95.0,1.1,0.0,1020.5,0.8,7.2,83.0,2019-12-09
1804,115.0,136.0,29.0,14,80.0,109.0,1.5,0.0,1017.4,0.6,7.4,84.8,2019-12-10
1805,103.0,129.0,56.0,14,72.0,86.0,1.2,0.0,1020.0,0.8,7.3,77.0,2019-12-11
1806,90.0,112.0,71.0,14,66.0,72.0,0.9,0.0,1020.9,1.2,8.3,65.5,2019-12-12
1807,137.0,161.0,40.0,17,104.0,106.0,1.4,0.0,1021.0,0.4,8.1,79.5,2019-12-13
1808,180.0,179.0,48.0,15,101.5,64.0,1.3,0.0,1021.6,2.1,10.2,68.5,2019-12-14
1809,130.0,146.0,36.0,16,99.0,64.0,1.4,0.0,1016.8,2.0,10.9,68.0,2019-12-15
1810,74.0,82.0,11.0,7,54.0,43.0,0.9,0.0,1015.1,2.1,9.1,82.8,2019-12-16
1811,69.0,63.0,18.0,8,50.0,41.0,1.0,0.6,1020.9,1.5,7.8,84.3,2019-12-17
1812,85.0,75.0,16.0,6,63.0,33.0,1.0,0.3,1026.7,2.8,4.8,87.3,2019-12-18
1813,53.0,47.0,33.0,8,33.0,42.0,0.9,0.0,1026.9,0.7,5.2,81.8,2019-12-19
1814,64.0,67.0,13.0,11,46.0,51.0,1.0,0.0,1024.5,1.1,5.0,87.8,2019-12-20
1815,70.0,61.0,10.0,10,45.0,56.0,1.0,1.3,1021.5,0.7,6.7,89.0,2019-12-21
1816,64.0,56.0,52.0,9,46.0,42.0,0.8,1.1,1018.8,1.4,6.4,83.0,2019-12-22
1817,60.0,60.0,29.0,9,43.0,40.0,0.9,0.0,1018.7,1.8,8.1,78.3,2019-12-23
1818,102.0,93.0,13.0,9,76.0,47.0,1.5,0.0,1021.4,1.1,8.6,82.3,2019-12-24
